test_flag,webflow_id,session_id,is_conversion
pre_test,A,103525,0
pre_test,A,103526,0
pre_test,A,103527,1
pre_test,A,103528,0
pre_test,A,103529,1
pre_test,A,103530,0
pre_test,A,103531,0
pre_test,A,103532,0
pre_test,A,103533,0
pre_test,A,103534,1
pre_test,A,103535,0
pre_test,A,103536,0
pre_test,A,103537,0
pre_test,A,103538,0
pre_test,A,103539,1
pre_test,A,103540,0
pre_test,A,103541,0
pre_test,A,103542,1
pre_test,A,103543,1
pre_test,A,103544,1
pre_test,A,103545,0
pre_test,A,103546,0
pre_test,A,103547,0
pre_test,A,103548,0
pre_test,A,103549,0
pre_test,A,103550,0
pre_test,A,103551,0
pre_test,A,103552,0
pre_test,A,103553,0
pre_test,A,103554,0
pre_test,A,103555,0
pre_test,A,103556,0
pre_test,A,103557,0
pre_test,A,103558,0
pre_test,A,103559,0
pre_test,A,103560,0
pre_test,A,103561,0
pre_test,A,103562,0
pre_test,A,103563,0
pre_test,A,103564,1
pre_test,A,103565,0
pre_test,A,103566,0
pre_test,A,103567,0
pre_test,A,103568,0
pre_test,A,103569,0
pre_test,A,103570,1
pre_test,A,103571,0
pre_test,A,103572,0
pre_test,A,103573,0
pre_test,A,103574,0
pre_test,A,103575,0
pre_test,A,103576,0
pre_test,A,103577,0
pre_test,A,103578,0
pre_test,A,103579,1
pre_test,A,103580,0
pre_test,A,103581,0
pre_test,A,103582,0
pre_test,A,103583,0
pre_test,A,103584,1
pre_test,A,103585,0
pre_test,A,103586,0
pre_test,A,103587,0
pre_test,A,103588,0
pre_test,A,103589,0
pre_test,A,103590,0
pre_test,A,103591,0
pre_test,A,103592,0
pre_test,A,103593,0
pre_test,A,103594,0
pre_test,A,103595,0
pre_test,A,103596,0
pre_test,A,103597,0
pre_test,A,103598,0
pre_test,A,103599,0
pre_test,A,103600,0
pre_test,A,103601,0
pre_test,A,103602,0
pre_test,A,103603,1
pre_test,A,103604,0
pre_test,A,103605,0
pre_test,A,103606,0
pre_test,A,103607,0
pre_test,A,103608,0
pre_test,A,103609,0
pre_test,A,103610,0
pre_test,A,103611,0
pre_test,A,103612,0
pre_test,A,103613,0
pre_test,A,103614,0
pre_test,A,103615,0
pre_test,A,103616,0
pre_test,A,103617,0
pre_test,A,103618,0
pre_test,A,103619,0
pre_test,A,103620,0
pre_test,A,103621,1
pre_test,A,103622,0
pre_test,A,103623,0
pre_test,A,103624,0
pre_test,A,103625,0
pre_test,A,103626,0
pre_test,A,103627,0
pre_test,A,103628,0
pre_test,A,103629,0
pre_test,A,103630,0
pre_test,A,103631,0
pre_test,A,103632,0
pre_test,A,103633,0
pre_test,A,103634,0
pre_test,A,103635,0
pre_test,A,103636,0
pre_test,A,103637,0
pre_test,A,103638,0
pre_test,A,103639,0
pre_test,A,103640,1
pre_test,A,103641,0
pre_test,A,103642,0
pre_test,A,103643,0
pre_test,A,103644,0
pre_test,A,103645,0
pre_test,A,103646,1
pre_test,A,103647,0
pre_test,A,103648,0
pre_test,A,103649,0
pre_test,A,103650,0
pre_test,A,103651,1
pre_test,A,103652,0
pre_test,A,103653,1
pre_test,A,103654,0
pre_test,A,103655,1
pre_test,A,103656,0
pre_test,A,103657,0
pre_test,A,103658,0
pre_test,A,103659,0
pre_test,A,103660,0
pre_test,A,103661,0
pre_test,A,103662,0
pre_test,A,103663,0
pre_test,A,103664,0
pre_test,A,103665,0
pre_test,A,103666,0
pre_test,A,103667,0
pre_test,A,103668,1
pre_test,A,103669,0
pre_test,A,103670,0
pre_test,A,103671,0
pre_test,A,103672,0
pre_test,A,103673,0
pre_test,A,103674,0
pre_test,A,103675,0
pre_test,A,103676,0
pre_test,A,103677,0
pre_test,A,103678,0
pre_test,A,103679,0
pre_test,A,103680,0
pre_test,A,103681,0
pre_test,A,103682,0
pre_test,A,103683,0
pre_test,A,103684,0
pre_test,A,103685,0
pre_test,A,103686,0
pre_test,A,103687,0
pre_test,A,103688,0
pre_test,A,103689,0
pre_test,A,103690,0
pre_test,A,103691,0
pre_test,A,103692,0
pre_test,A,103693,0
pre_test,A,103694,0
pre_test,A,103695,0
pre_test,A,103696,0
pre_test,A,103697,0
pre_test,A,103698,0
pre_test,A,103699,0
pre_test,A,103700,0
pre_test,A,103701,0
pre_test,A,103702,0
pre_test,A,103703,1
pre_test,A,103704,0
pre_test,A,103705,1
pre_test,A,103706,0
pre_test,A,103707,0
pre_test,A,103708,0
pre_test,A,103709,0
pre_test,A,103710,0
pre_test,A,103711,0
pre_test,A,103712,1
pre_test,A,103713,0
pre_test,A,103714,0
pre_test,A,103715,0
pre_test,A,103716,0
pre_test,A,103717,0
pre_test,A,103718,0
pre_test,A,103719,0
pre_test,A,103720,0
pre_test,A,103721,0
pre_test,A,103722,0
pre_test,A,103723,1
pre_test,A,103724,0
pre_test,A,103725,0
pre_test,A,103726,0
pre_test,A,103727,0
pre_test,A,103728,0
pre_test,A,103729,1
pre_test,A,103730,0
pre_test,A,103731,0
pre_test,A,103732,0
pre_test,A,103733,0
pre_test,A,103734,0
pre_test,A,103735,0
pre_test,A,103736,0
pre_test,A,103737,0
pre_test,A,103738,0
pre_test,A,103739,0
pre_test,A,103740,0
pre_test,A,103741,0
pre_test,A,103742,0
pre_test,A,103743,0
pre_test,A,103744,1
pre_test,A,103745,0
pre_test,A,103746,0
pre_test,A,103747,0
pre_test,A,103748,0
pre_test,A,103749,0
pre_test,A,103750,1
pre_test,A,103751,0
pre_test,A,103752,1
pre_test,A,103753,0
pre_test,A,103754,0
pre_test,A,103755,0
pre_test,A,103756,0
pre_test,A,103757,0
pre_test,A,103758,0
pre_test,A,103759,0
pre_test,A,103760,0
pre_test,A,103761,0
pre_test,A,103762,0
pre_test,A,103763,0
pre_test,A,103764,0
pre_test,A,103765,0
pre_test,A,103766,0
pre_test,A,103767,0
pre_test,A,103768,0
pre_test,A,103769,0
pre_test,A,103770,0
pre_test,A,103771,0
pre_test,A,103772,0
pre_test,A,103773,0
pre_test,A,103774,0
pre_test,A,103775,0
pre_test,A,103776,0
pre_test,A,103777,0
pre_test,A,103778,1
pre_test,A,103779,0
pre_test,A,103780,0
pre_test,A,103781,0
pre_test,A,103782,0
pre_test,A,103783,0
pre_test,A,103784,1
pre_test,A,103785,0
pre_test,A,103786,1
pre_test,A,103787,0
pre_test,A,103788,0
pre_test,A,103789,0
pre_test,A,103790,1
pre_test,A,103791,0
pre_test,A,103792,0
pre_test,A,103793,0
pre_test,A,103794,0
pre_test,A,103795,1
pre_test,A,103796,0
pre_test,A,103797,0
pre_test,A,103798,0
pre_test,A,103799,0
pre_test,A,103800,0
pre_test,A,103801,0
pre_test,A,103802,0
pre_test,A,103803,1
pre_test,A,103804,0
pre_test,A,103805,0
pre_test,A,103806,0
pre_test,A,103807,0
pre_test,A,103808,0
pre_test,A,103809,0
pre_test,A,103810,1
pre_test,A,103811,0
pre_test,A,103812,0
pre_test,A,103813,0
pre_test,A,103814,0
pre_test,A,103815,0
pre_test,A,103816,0
pre_test,A,103817,0
pre_test,A,103818,0
pre_test,A,103819,1
pre_test,A,103820,0
pre_test,A,103821,0
pre_test,A,103822,0
pre_test,A,103823,0
pre_test,A,103824,0
pre_test,A,103825,1
pre_test,A,103826,0
pre_test,A,103827,0
pre_test,A,103828,0
pre_test,A,103829,1
pre_test,A,103830,0
pre_test,A,103831,0
pre_test,A,103832,0
pre_test,A,103833,0
pre_test,A,103834,0
pre_test,A,103835,0
pre_test,A,103836,0
pre_test,A,103837,0
pre_test,A,103838,0
pre_test,A,103839,1
pre_test,A,103840,0
pre_test,A,103841,0
pre_test,A,103842,1
pre_test,A,103843,1
pre_test,A,103844,0
pre_test,A,103845,0
pre_test,A,103846,0
pre_test,A,103847,0
pre_test,A,103848,0
pre_test,A,103849,0
pre_test,A,103850,0
pre_test,A,103851,0
pre_test,A,103852,0
pre_test,A,103853,0
pre_test,A,103854,0
pre_test,A,103855,0
pre_test,A,103856,0
pre_test,A,103857,0
pre_test,A,103858,1
pre_test,A,103859,0
pre_test,A,103860,0
pre_test,A,103861,1
pre_test,A,103862,0
pre_test,A,103863,0
pre_test,A,103864,0
pre_test,A,103865,0
pre_test,A,103866,0
pre_test,A,103867,0
pre_test,A,103868,0
pre_test,A,103869,0
pre_test,A,103870,1
pre_test,A,103871,0
pre_test,A,103872,0
pre_test,A,103873,0
pre_test,A,103874,0
pre_test,A,103875,0
pre_test,A,103876,0
pre_test,A,103877,0
pre_test,A,103878,0
pre_test,A,103879,1
pre_test,A,103880,1
pre_test,A,103881,1
pre_test,A,103882,0
pre_test,A,103883,0
pre_test,A,103884,0
pre_test,A,103885,0
pre_test,A,103886,0
pre_test,A,103887,0
pre_test,A,103888,0
pre_test,A,103889,0
pre_test,A,103890,0
pre_test,A,103891,0
pre_test,A,103892,0
pre_test,A,103893,0
pre_test,A,103894,0
pre_test,A,103895,0
pre_test,A,103896,0
pre_test,A,103897,0
pre_test,A,103898,0
pre_test,A,103899,0
pre_test,A,103900,0
pre_test,A,103901,0
pre_test,A,103902,0
pre_test,A,103903,0
pre_test,A,103904,0
pre_test,A,103905,0
pre_test,A,103906,0
pre_test,A,103907,0
pre_test,A,103908,0
pre_test,A,103909,0
pre_test,A,103910,0
pre_test,A,103911,0
pre_test,A,103912,0
pre_test,A,103913,0
pre_test,A,103914,0
pre_test,A,103915,0
pre_test,A,103916,0
pre_test,A,103917,0
pre_test,A,103918,0
pre_test,A,103919,0
pre_test,A,103920,0
pre_test,A,103921,0
pre_test,A,103922,0
pre_test,A,103923,0
pre_test,A,103924,1
pre_test,A,103925,1
pre_test,A,103926,1
pre_test,A,103927,0
pre_test,A,103928,0
pre_test,A,103929,0
pre_test,A,103930,0
pre_test,A,103931,1
pre_test,A,103932,0
pre_test,A,103933,0
pre_test,A,103934,0
pre_test,A,103935,0
pre_test,A,103936,1
pre_test,A,103937,0
pre_test,A,103938,0
pre_test,A,103939,1
pre_test,A,103940,0
pre_test,A,103941,0
pre_test,A,103942,0
pre_test,A,103943,0
pre_test,A,103944,0
pre_test,A,103945,0
pre_test,A,103946,0
pre_test,A,103947,0
pre_test,A,103948,1
pre_test,A,103949,0
pre_test,A,103950,1
pre_test,A,103951,0
pre_test,A,103952,0
pre_test,A,103953,0
pre_test,A,103954,0
pre_test,A,103955,0
pre_test,A,103956,0
pre_test,A,103957,0
pre_test,A,103958,0
pre_test,A,103959,0
pre_test,A,103960,0
pre_test,A,103961,0
pre_test,A,103962,0
pre_test,A,103963,1
pre_test,A,103964,0
pre_test,A,103965,0
pre_test,A,103966,0
pre_test,A,103967,0
pre_test,A,103968,0
pre_test,A,103969,0
pre_test,A,103970,0
pre_test,A,103971,0
pre_test,A,103972,0
pre_test,A,103973,0
pre_test,A,103974,0
pre_test,A,103975,0
pre_test,A,103976,0
pre_test,A,103977,0
pre_test,A,103978,0
pre_test,A,103979,0
pre_test,A,103980,0
pre_test,A,103981,1
pre_test,A,103982,0
pre_test,A,103983,0
pre_test,A,103984,0
pre_test,A,103985,1
pre_test,A,103986,0
pre_test,A,103987,0
pre_test,A,103988,0
pre_test,A,103989,0
pre_test,A,103990,1
pre_test,A,103991,0
pre_test,A,103992,0
pre_test,A,103993,0
pre_test,A,103994,1
pre_test,A,103995,0
pre_test,A,103996,0
pre_test,A,103997,0
pre_test,A,103998,0
pre_test,A,103999,1
pre_test,A,104000,0
pre_test,A,104001,0
pre_test,A,104002,0
pre_test,A,104003,0
pre_test,A,104004,0
pre_test,A,104005,0
pre_test,A,104006,1
pre_test,A,104007,0
pre_test,A,104008,1
pre_test,A,104009,1
pre_test,A,104010,0
pre_test,A,104011,0
pre_test,A,104012,0
pre_test,A,104013,0
pre_test,A,104014,0
pre_test,A,104015,0
pre_test,A,104016,0
pre_test,A,104017,0
pre_test,A,104018,1
pre_test,A,104019,0
pre_test,A,104020,0
pre_test,A,104021,0
pre_test,A,104022,0
pre_test,A,104023,0
pre_test,A,104024,0
pre_test,A,104025,0
pre_test,A,104026,0
pre_test,A,104027,0
pre_test,A,104028,0
pre_test,A,104029,0
pre_test,A,104030,1
pre_test,A,104031,0
pre_test,A,104032,1
pre_test,A,104033,1
pre_test,A,104034,0
pre_test,A,104035,0
pre_test,A,104036,0
pre_test,A,104037,0
pre_test,A,104038,0
pre_test,A,104039,0
pre_test,A,104040,0
pre_test,A,104041,0
pre_test,A,104042,1
pre_test,A,104043,0
pre_test,A,104044,1
pre_test,A,104045,0
pre_test,A,104046,0
pre_test,A,104047,0
pre_test,A,104048,0
pre_test,A,104049,0
pre_test,A,104050,0
pre_test,A,104051,0
pre_test,A,104052,0
pre_test,A,104053,0
pre_test,A,104054,0
pre_test,A,104055,1
pre_test,A,104056,1
pre_test,A,104057,1
pre_test,A,104058,0
pre_test,A,104059,0
pre_test,A,104060,0
pre_test,A,104061,0
pre_test,A,104062,0
pre_test,A,104063,0
pre_test,A,104064,0
pre_test,A,104065,0
pre_test,A,104066,0
pre_test,A,104067,0
pre_test,A,104068,0
pre_test,A,104069,1
pre_test,A,104070,1
pre_test,A,104071,0
pre_test,A,104072,0
pre_test,A,104073,0
pre_test,A,104074,0
pre_test,A,104075,0
pre_test,A,104076,0
pre_test,A,104077,0
pre_test,A,104078,0
pre_test,A,104079,0
pre_test,A,104080,0
pre_test,A,104081,0
pre_test,A,104082,0
pre_test,A,104083,0
pre_test,A,104084,0
pre_test,A,104085,0
pre_test,A,104086,0
pre_test,A,104087,0
pre_test,A,104088,1
pre_test,A,104089,1
pre_test,A,104090,0
pre_test,A,104091,0
pre_test,A,104092,0
pre_test,A,104093,0
pre_test,A,104094,0
pre_test,A,104095,0
pre_test,A,104096,1
pre_test,A,104097,0
pre_test,A,104098,0
pre_test,A,104099,1
pre_test,A,104100,0
pre_test,A,104101,0
pre_test,A,104102,0
pre_test,A,104103,0
pre_test,A,104104,0
pre_test,A,104105,0
pre_test,A,104106,0
pre_test,A,104107,0
pre_test,A,104108,0
pre_test,A,104109,0
pre_test,A,104110,0
pre_test,A,104111,0
pre_test,A,104112,0
pre_test,A,104113,0
pre_test,A,104114,0
pre_test,A,104115,0
pre_test,A,104116,0
pre_test,A,104117,0
pre_test,A,104118,0
pre_test,A,104119,0
pre_test,A,104120,0
pre_test,A,104121,0
pre_test,A,104122,0
pre_test,A,104123,0
pre_test,A,104124,0
pre_test,A,104125,1
pre_test,A,104126,0
pre_test,A,104127,0
pre_test,A,104128,0
pre_test,A,104129,0
pre_test,A,104130,0
pre_test,A,104131,0
pre_test,A,104132,0
pre_test,A,104133,0
pre_test,A,104134,0
pre_test,A,104135,0
pre_test,A,104136,0
pre_test,A,104137,0
pre_test,A,104138,0
pre_test,A,104139,0
pre_test,A,104140,0
pre_test,A,104141,0
pre_test,A,104142,0
pre_test,A,104143,0
pre_test,A,104144,0
pre_test,A,104145,1
pre_test,A,104146,0
pre_test,A,104147,1
pre_test,A,104148,0
pre_test,A,104149,0
pre_test,A,104150,1
pre_test,A,104151,0
pre_test,A,104152,0
pre_test,A,104153,0
pre_test,A,104154,0
pre_test,A,104155,0
pre_test,A,104156,0
pre_test,A,104157,0
pre_test,A,104158,0
pre_test,A,104159,0
pre_test,A,104160,0
pre_test,A,104161,0
pre_test,A,104162,0
pre_test,A,104163,0
pre_test,A,104164,0
pre_test,A,104165,0
pre_test,A,104166,0
pre_test,A,104167,0
pre_test,A,104168,0
pre_test,A,104169,0
pre_test,A,104170,0
pre_test,A,104171,1
pre_test,A,104172,0
pre_test,A,104173,0
pre_test,A,104174,0
pre_test,A,104175,0
pre_test,A,104176,0
pre_test,A,104177,1
pre_test,A,104178,0
pre_test,A,104179,1
pre_test,A,104180,0
pre_test,A,104181,0
pre_test,A,104182,0
pre_test,A,104183,0
pre_test,A,104184,0
pre_test,A,104185,0
pre_test,A,104186,0
pre_test,A,104187,1
pre_test,A,104188,0
pre_test,A,104189,1
pre_test,A,104190,0
pre_test,A,104191,0
pre_test,A,104192,0
pre_test,A,104193,0
pre_test,A,104194,0
pre_test,A,104195,0
pre_test,A,104196,0
pre_test,A,104197,0
pre_test,A,104198,0
pre_test,A,104199,0
pre_test,A,104200,0
pre_test,A,104201,0
pre_test,A,104202,0
pre_test,A,104203,0
pre_test,A,104204,0
pre_test,A,104205,1
pre_test,A,104206,0
pre_test,A,104207,0
pre_test,A,104208,0
pre_test,A,104209,0
pre_test,A,104210,1
pre_test,A,104211,0
pre_test,A,104212,0
pre_test,A,104213,1
pre_test,A,104214,1
pre_test,A,104215,1
pre_test,A,104216,0
pre_test,A,104217,0
pre_test,A,104218,0
pre_test,A,104219,0
pre_test,A,104220,0
pre_test,A,104221,0
pre_test,A,104222,0
pre_test,A,104223,0
pre_test,A,104224,0
pre_test,A,104225,0
pre_test,A,104226,1
pre_test,A,104227,0
pre_test,A,104228,0
pre_test,A,104229,0
pre_test,A,104230,1
pre_test,A,104231,0
pre_test,A,104232,0
pre_test,A,104233,1
pre_test,A,104234,0
pre_test,A,104235,0
pre_test,A,104236,0
pre_test,A,104237,0
pre_test,A,104238,0
pre_test,A,104239,1
pre_test,A,104240,1
pre_test,A,104241,0
pre_test,A,104242,1
pre_test,A,104243,0
pre_test,A,104244,0
pre_test,A,104245,1
pre_test,A,104246,0
pre_test,A,104247,0
pre_test,A,104248,0
pre_test,A,104249,1
pre_test,A,104250,0
pre_test,A,104251,1
pre_test,A,104252,0
pre_test,A,104253,0
pre_test,A,104254,0
pre_test,A,104255,0
pre_test,A,104256,1
pre_test,A,104257,0
pre_test,A,104258,0
pre_test,A,104259,1
pre_test,A,104260,0
pre_test,A,104261,0
pre_test,A,104262,1
pre_test,A,104263,0
pre_test,A,104264,0
pre_test,A,104265,0
pre_test,A,104266,0
pre_test,A,104267,0
pre_test,A,104268,0
pre_test,A,104269,0
pre_test,A,104270,0
pre_test,A,104271,0
pre_test,A,104272,0
pre_test,A,104273,0
pre_test,A,104274,1
pre_test,A,104275,0
pre_test,A,104276,1
pre_test,A,104277,0
pre_test,A,104278,1
pre_test,A,104279,0
pre_test,A,104280,0
pre_test,A,104281,0
pre_test,A,104282,0
pre_test,A,104283,0
pre_test,A,104284,0
pre_test,A,104285,0
pre_test,A,104286,0
pre_test,A,104287,1
pre_test,A,104288,0
pre_test,A,104289,0
pre_test,A,104290,0
pre_test,A,104291,1
pre_test,A,104292,0
pre_test,A,104293,0
pre_test,A,104294,0
pre_test,A,104295,0
pre_test,A,104296,0
pre_test,A,104297,0
pre_test,A,104298,0
pre_test,A,104299,0
pre_test,A,104300,0
pre_test,A,104301,0
pre_test,A,104302,0
pre_test,A,104303,0
pre_test,A,104304,0
pre_test,A,104305,1
pre_test,A,104306,0
pre_test,A,104307,0
pre_test,A,104308,0
pre_test,A,104309,0
pre_test,A,104310,0
pre_test,A,104311,0
pre_test,A,104312,0
pre_test,A,104313,0
pre_test,A,104314,0
pre_test,A,104315,0
pre_test,A,104316,0
pre_test,A,104317,0
pre_test,A,104318,0
pre_test,A,104319,0
pre_test,A,104320,0
pre_test,A,104321,0
pre_test,A,104322,0
pre_test,A,104323,0
pre_test,A,104324,0
pre_test,A,104325,0
pre_test,A,104326,1
pre_test,A,104327,0
pre_test,A,104328,1
pre_test,A,104329,0
pre_test,A,104330,0
pre_test,A,104331,0
pre_test,A,104332,0
pre_test,A,104333,0
pre_test,A,104334,0
pre_test,A,104335,0
pre_test,A,104336,0
pre_test,A,104337,0
pre_test,A,104338,1
pre_test,A,104339,0
pre_test,A,104340,0
pre_test,A,104341,0
pre_test,A,104342,0
pre_test,A,104343,0
pre_test,A,104344,0
pre_test,A,104345,0
pre_test,A,104346,0
pre_test,A,104347,0
pre_test,A,104348,0
pre_test,A,104349,0
pre_test,A,104350,0
pre_test,A,104351,0
pre_test,A,104352,0
pre_test,A,104353,0
pre_test,A,104354,0
pre_test,A,104355,0
pre_test,A,104356,0
pre_test,A,104357,0
pre_test,A,104358,1
pre_test,A,104359,0
pre_test,A,104360,0
pre_test,A,104361,1
pre_test,A,104362,0
pre_test,A,104363,0
pre_test,A,104364,0
pre_test,A,104365,0
pre_test,A,104366,0
pre_test,A,104367,0
pre_test,A,104368,1
pre_test,A,104369,0
pre_test,A,104370,0
pre_test,A,104371,0
pre_test,A,104372,0
pre_test,A,104373,0
pre_test,A,104374,0
pre_test,A,104375,0
pre_test,A,104376,0
pre_test,A,104377,0
pre_test,A,104378,0
pre_test,A,104379,0
pre_test,A,104380,0
pre_test,A,104381,0
pre_test,A,104382,0
pre_test,A,104383,0
pre_test,A,104384,0
pre_test,A,104385,0
pre_test,A,104386,0
pre_test,A,104387,0
pre_test,A,104388,0
pre_test,A,104389,1
pre_test,A,104390,0
pre_test,A,104391,1
pre_test,A,104392,0
pre_test,A,104393,0
pre_test,A,104394,0
pre_test,A,104395,0
pre_test,A,104396,0
pre_test,A,104397,0
pre_test,A,104398,0
pre_test,A,104399,0
pre_test,A,104400,1
pre_test,A,104401,0
pre_test,A,104402,0
pre_test,A,104403,0
pre_test,A,104404,1
pre_test,A,104405,0
pre_test,A,104406,0
pre_test,A,104407,0
pre_test,A,104408,0
pre_test,A,104409,0
pre_test,A,104410,0
pre_test,A,104411,0
pre_test,A,104412,0
pre_test,A,104413,0
pre_test,A,104414,0
pre_test,A,104415,0
pre_test,A,104416,0
pre_test,A,104417,0
pre_test,A,104418,1
pre_test,A,104419,1
pre_test,A,104420,0
pre_test,A,104421,0
pre_test,A,104422,0
pre_test,A,104423,0
pre_test,A,104424,0
pre_test,A,104425,0
pre_test,A,104426,0
pre_test,A,104427,1
pre_test,A,104428,0
pre_test,A,104429,0
pre_test,A,104430,0
pre_test,A,104431,0
pre_test,A,104432,0
pre_test,A,104433,0
pre_test,A,104434,1
pre_test,A,104435,0
pre_test,A,104436,0
pre_test,A,104437,0
pre_test,A,104438,1
pre_test,A,104439,0
pre_test,A,104440,0
pre_test,A,104441,0
pre_test,A,104442,0
pre_test,A,104443,0
pre_test,A,104444,0
pre_test,A,104445,0
pre_test,A,104446,1
pre_test,A,104447,0
pre_test,A,104448,1
pre_test,A,104449,1
pre_test,A,104450,0
pre_test,A,104451,0
pre_test,A,104452,0
pre_test,A,104453,0
pre_test,A,104454,0
pre_test,A,104455,0
pre_test,A,104456,0
pre_test,A,104457,0
pre_test,A,104458,0
pre_test,A,104459,0
pre_test,A,104460,0
pre_test,A,104461,1
pre_test,A,104462,1
pre_test,A,104463,0
pre_test,A,104464,0
pre_test,A,104465,1
pre_test,A,104466,0
pre_test,A,104467,0
pre_test,A,104468,0
pre_test,A,104469,0
pre_test,A,104470,0
pre_test,A,104471,1
pre_test,A,104472,0
pre_test,A,104473,0
pre_test,A,104474,0
pre_test,A,104475,0
pre_test,A,104476,1
pre_test,A,104477,0
pre_test,A,104478,0
pre_test,A,104479,0
pre_test,A,104480,0
pre_test,A,104481,0
pre_test,A,104482,0
pre_test,A,104483,0
pre_test,A,104484,0
pre_test,A,104485,0
pre_test,A,104486,0
pre_test,A,104487,0
pre_test,A,104488,0
pre_test,A,104489,0
pre_test,A,104490,0
pre_test,A,104491,0
pre_test,A,104492,0
pre_test,A,104493,0
pre_test,A,104494,0
pre_test,A,104495,1
pre_test,A,104496,0
pre_test,A,104497,0
pre_test,A,104498,0
pre_test,A,104499,0
pre_test,A,104500,1
pre_test,A,104501,0
pre_test,A,104502,0
pre_test,A,104503,0
pre_test,A,104504,0
pre_test,A,104505,0
pre_test,A,104506,0
pre_test,A,104507,1
pre_test,A,104508,0
pre_test,A,104509,0
pre_test,A,104510,0
pre_test,A,104511,0
pre_test,A,104512,0
pre_test,A,104513,0
pre_test,A,104514,0
pre_test,A,104515,0
pre_test,A,104516,0
pre_test,A,104517,0
pre_test,A,104518,0
pre_test,A,104519,0
pre_test,A,104520,0
pre_test,A,104521,0
pre_test,A,104522,0
pre_test,A,104523,0
pre_test,A,104524,0
pre_test,A,104525,0
pre_test,A,104526,0
pre_test,A,104527,0
pre_test,A,104528,0
pre_test,A,104529,0
pre_test,A,104530,0
pre_test,A,104531,0
pre_test,A,104532,0
pre_test,A,104533,0
pre_test,A,104534,0
pre_test,A,104535,1
pre_test,A,104536,0
pre_test,A,104537,0
pre_test,A,104538,0
pre_test,A,104539,0
pre_test,A,104540,0
pre_test,A,104541,0
pre_test,A,104542,1
pre_test,A,104543,0
pre_test,A,104544,0
pre_test,A,104545,0
pre_test,A,104546,0
pre_test,A,104547,0
pre_test,A,104548,0
pre_test,A,104549,0
pre_test,A,104550,0
pre_test,A,104551,0
pre_test,A,104552,0
pre_test,A,104553,0
pre_test,A,104554,0
pre_test,A,104555,0
pre_test,A,104556,1
pre_test,A,104557,0
pre_test,A,104558,0
pre_test,A,104559,0
pre_test,A,104560,0
pre_test,A,104561,1
pre_test,A,104562,1
pre_test,A,104563,0
pre_test,A,104564,0
pre_test,A,104565,0
pre_test,A,104566,1
pre_test,A,104567,0
pre_test,A,104568,0
pre_test,A,104569,0
pre_test,A,104570,0
pre_test,A,104571,0
pre_test,A,104572,0
pre_test,A,104573,0
pre_test,A,104574,0
pre_test,A,104575,0
pre_test,A,104576,0
pre_test,A,104577,0
pre_test,A,104578,0
pre_test,A,104579,1
pre_test,A,104580,0
pre_test,A,104581,0
pre_test,A,104582,0
pre_test,A,104583,0
pre_test,A,104584,0
pre_test,A,104585,0
pre_test,A,104586,0
pre_test,A,104587,0
pre_test,A,104588,0
pre_test,A,104589,0
pre_test,A,104590,0
pre_test,A,104591,0
pre_test,A,104592,0
pre_test,A,104593,0
pre_test,A,104594,0
pre_test,A,104595,0
pre_test,A,104596,0
pre_test,A,104597,0
pre_test,A,104598,0
pre_test,A,104599,0
pre_test,A,104600,1
pre_test,A,104601,0
pre_test,A,104602,0
pre_test,A,104603,0
pre_test,A,104604,0
pre_test,A,104605,0
pre_test,A,104606,1
pre_test,A,104607,0
pre_test,A,104608,0
pre_test,A,104609,0
pre_test,A,104610,0
pre_test,A,104611,0
pre_test,A,104612,0
pre_test,A,104613,0
pre_test,A,104614,0
pre_test,A,104615,0
pre_test,A,104616,0
pre_test,A,104617,0
pre_test,A,104618,0
pre_test,A,104619,0
pre_test,A,104620,0
pre_test,A,104621,0
pre_test,A,104622,0
pre_test,A,104623,0
pre_test,A,104624,1
pre_test,A,104625,0
pre_test,A,104626,0
pre_test,A,104627,1
pre_test,A,104628,0
pre_test,A,104629,0
pre_test,A,104630,0
pre_test,A,104631,0
pre_test,A,104632,0
pre_test,A,104633,0
pre_test,A,104634,0
pre_test,A,104635,0
pre_test,A,104636,0
pre_test,A,104637,0
pre_test,A,104638,0
pre_test,A,104639,1
pre_test,A,104640,0
pre_test,A,104641,0
pre_test,A,104642,0
pre_test,A,104643,0
pre_test,A,104644,0
pre_test,A,104645,0
pre_test,A,104646,0
pre_test,A,104647,0
pre_test,A,104648,0
pre_test,A,104649,0
pre_test,A,104650,0
pre_test,A,104651,0
pre_test,A,104652,0
pre_test,A,104653,0
pre_test,A,104654,0
pre_test,A,104655,0
pre_test,A,104656,0
pre_test,A,104657,0
pre_test,A,104658,0
pre_test,A,104659,0
pre_test,A,104660,0
pre_test,A,104661,0
pre_test,A,104662,0
pre_test,A,104663,0
pre_test,A,104664,0
pre_test,A,104665,0
pre_test,A,104666,0
pre_test,A,104667,1
pre_test,A,104668,0
pre_test,A,104669,0
pre_test,A,104670,0
pre_test,A,104671,1
pre_test,A,104672,0
pre_test,A,104673,0
pre_test,A,104674,0
pre_test,A,104675,0
pre_test,A,104676,0
pre_test,A,104677,0
pre_test,A,104678,0
pre_test,A,104679,0
pre_test,A,104680,0
pre_test,A,104681,0
pre_test,A,104682,0
pre_test,A,104683,0
pre_test,A,104684,0
pre_test,A,104685,0
pre_test,A,104686,0
pre_test,A,104687,0
pre_test,A,104688,0
